property_type,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,sector 17b,independent,7.2,15926.0,4,4,2,1.0,Old Property,4494.0,0,1,1,0,0,0,0
flat,sohna road,Ashiana Anmol3.5 ★,0.9,9464.0,2,2,2,13.0,Relatively New,1105.0,0,0,0,0,0,2,120
flat,sector 74,M3M Skywalk,1.57,11002.0,2,2,3+,10.0,Relatively New,1300.0,0,0,0,0,1,0,137
flat,sector 92,Sare Crescent Parc Royal Greens Phase 1,1.25,5833.0,4,4,3,20.0,Relatively New,1939.0,0,1,0,0,0,0,60
flat,sector 89,M3M Soulitude,1.28,8828.0,3,3,2,4.0,Under Construction,1611.0,1,0,0,0,0,0,114
flat,sector 39,KW Royal Court,2.0,6250.0,5,4,3,9.0,Old Property,3556.0,0,1,0,0,0,2,49
flat,sector 69,Tulip Violet4.2 ★,1.76,9514.0,3,4,2,0.0,Relatively New,1674.0,0,0,0,0,0,0,157
house,sector 25,dlf city plots phase 2,7.5,31686.0,9,9,3+,4.0,Relatively New,2300.5,1,1,0,1,0,1,160
flat,sector 99,Vatika Sovereign Park,3.25,9673.0,4,4,3+,2.0,New Property,3041.0,0,1,0,0,0,0,123
flat,sector 108,Raheja Vedaanta3.6 ★,0.65,4762.0,2,2,2,5.0,Relatively New,1235.0,0,0,0,1,0,1,174
flat,sector 90,DLF Regal Gardens3.9 ★,1.19,5504.0,3,3,2,11.0,Relatively New,1562.0,0,0,0,0,1,0,88
flat,sector 2,Mittal Cosmos Executive Apartments3.8 ★,0.75,6550.0,2,2,2,15.0,Old Property,1100.0,0,0,0,0,0,1,42
flat,sector 92,Bestech Park View Sanskruti4.2 ★,1.6,7547.0,3,3,3,10.0,Relatively New,1765.0,0,1,0,0,0,1,60
flat,sector 69,Tulip Leaf,2.06,11388.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49
house,sector 50,unitech espace,7.45,34491.0,4,4,3,3.0,Old Property,4500.0,0,1,0,0,0,1,59
flat,sohna road,Signature The Serenas,0.28,57.0,1,1,2,1.0,Relatively New,54234.0,1,0,0,0,0,0,37
house,sector 43,ansal sushant lok plots,5.8,29974.0,6,6,3,2.0,Relatively New,1935.0,0,1,0,0,1,1,49
flat,sector 109,SBTL Caladium,1.9,6219.0,4,4,3,8.0,Relatively New,2765.0,0,1,0,0,0,0,151
flat,sector 104,ATS Triumph3.9 ★,4.45,6846.0,4,5,3+,27.0,Relatively New,7222.0,0,0,0,0,0,0,110
flat,sector 113,M3M Capital,2.0,12012.0,3,3,2,24.0,Under Construction,1507.0,0,0,0,0,0,0,47
house,sector 4,independent,5.0,10101.0,3,3,2,1.0,Old Property,4950.0,0,0,0,0,0,0,22
flat,sector 86,DLF New Town Heights 24.0 ★,1.3,6736.0,3,3,3,12.0,Moderately Old,1747.0,0,1,0,0,0,1,165
flat,sector 103,Signature Global Grand IVA3.9 ★,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0
flat,sector 90,DLF Regal Gardens3.9 ★,1.29,7104.0,3,3,3+,12.0,Relatively New,1817.0,0,1,0,0,0,0,152
flat,sohna road,HCBS Sports Ville3.6 ★,0.28,3769.0,2,2,1,11.0,Relatively New,743.0,0,0,0,0,0,0,38
house,sector 4,naman residency,0.5,11111.0,2,2,2,2.0,New Property,450.0,1,1,0,1,1,0,14
flat,sector 65,M3M Heights,2.65,18493.0,2,2,3,4.0,New Property,1433.0,1,0,0,0,0,0,38
flat,sector 89,Greenopolis,0.65,5196.0,2,2,2,15.0,Under Construction,1390.0,0,0,0,0,0,0,37
flat,sector 69,Tulip Violet4.2 ★,1.66,8409.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,1,0,0,102
flat,sector 81,Bestech Park View Grand Spa4.3 ★,2.3,8647.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,1,49
flat,sector 92,GLS Avenue 51,0.45,6000.0,3,3,1,10.0,Relatively New,833.0,0,0,0,0,0,0,0
house,sector 7,rattan garden,1.3,13499.0,2,3,2,3.0,Old Property,963.0,0,0,0,0,0,0,0
flat,sector 112,Experion Windchants3.8 ★,5.6,11551.0,4,6,3+,8.0,Relatively New,3655.35,0,1,0,0,0,1,168
flat,sector 85,SS The Leaf3.8 ★,1.93,8075.0,3,4,3,7.0,Relatively New,2400.0,0,1,0,0,0,0,174
flat,sector 102,Conscient Heritage Max4.3 ★,1.78,9218.0,3,4,3+,5.0,Moderately Old,1748.0,0,1,0,0,0,0,125
flat,sector 111,Lotus Homz4.0 ★,0.5,14837.0,1,1,1,2.0,Relatively New,374.0,0,0,0,0,0,2,72
flat,sohna road,Silverglades The Melia,0.91,6801.0,2,2,3,1.0,New Property,1222.0,1,0,0,0,0,0,72
flat,sector 58,Ireo The Grand Arch4.0 ★,3.8,17560.0,3,4,1,19.0,Moderately Old,2164.0,0,1,0,0,0,1,167
flat,sector 109,ATS Tourmaline3.9 ★,1.5,8571.0,3,3,3+,7.0,Relatively New,1466.0,0,0,0,0,0,0,165
flat,sector 106,Paras Dews,1.2,11605.0,3,3,3,12.0,Relatively New,1145.0,1,0,0,0,0,0,158
house,sector 49,ss aaron ville,6.75,15000.0,5,4,2,2.0,New Property,4500.0,0,0,0,0,1,0,49
house,sector 46,independent,3.55,24500.0,5,4,3+,3.0,Moderately Old,1449.0,0,1,0,0,0,1,73
flat,sector 86,Microtek Greenburg3.8 ★,1.3,15294.0,2,3,3,5.0,Relatively New,944.0,1,0,0,0,0,1,45
flat,sector 95,Ramsons Kshitij3.7 ★,0.29,5179.0,2,2,2,14.0,Relatively New,507.0,0,0,0,0,0,0,50
house,sector 4,huda ashok vihar phase,0.7,10234.0,3,2,1,2.0,New Property,684.0,1,0,0,0,0,0,7
flat,sector 113,La Vida by Tata Housing,1.35,13990.0,2,2,3,10.0,New Property,1090.0,0,0,0,0,0,0,174
flat,sector 37,takshila heights sector 37 c,0.67,5583.0,2,2,2,3.0,Relatively New,1086.0,0,0,0,0,0,0,23
flat,sector 85,SS The Leaf3.8 ★,2.05,7290.0,4,4,3+,4.0,Relatively New,2500.0,0,1,0,0,0,1,49
house,sector 92,ansal heights,2.75,9793.0,4,4,3+,3.0,Relatively New,5000.0,1,0,0,1,0,0,0
flat,sector 95,Sidhartha NCR One Phase 14.2 ★,0.43,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,0,120
flat,sector 33,Godrej Nature Plus,1.5,9677.0,3,3,3,6.0,Under Construction,1403.0,1,0,0,0,0,0,72
flat,sector 85,SS The Leaf3.8 ★,1.17,7002.0,2,2,3,11.0,Relatively New,1660.0,0,0,0,0,0,0,49
flat,sector 79,Supertech Araville,0.9,6950.0,2,2,0,12.0,Relatively New,1295.0,0,0,0,0,0,0,0
house,sector 13,independent,1.5,11538.0,2,7,3,4.0,Moderately Old,1300.0,0,0,0,0,0,0,0
house,sector 106,godrej meridien,5.6,14000.0,5,4,3+,33.0,New Property,4000.0,1,1,1,1,0,0,151
flat,sector 89,Smart World Gems,0.86,7797.0,2,3,3,4.0,Under Construction,998.0,0,0,0,0,0,0,0
house,sector 109,international city by sobha phase 1,5.75,16429.0,4,4,2,3.0,Relatively New,4800.0,0,1,0,0,0,0,146
flat,sector 108,Experion The Heartsong3.9 ★,1.7,8487.0,3,4,3+,14.0,Relatively New,1500.29,0,1,0,0,0,0,119
house,sector 46,independent,5.65,23870.0,8,6,3+,3.0,Moderately Old,2367.0,0,1,0,0,0,1,67
flat,sector 54,DLF The Grove,5.7,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,0,0,0,0
flat,gwal pahari,Suncity Vatsal Valley,1.45,10140.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,0,49
flat,sector 47,Unitech Uniworld Gardens3.8 ★,2.15,10307.0,3,4,3+,10.0,Moderately Old,1950.0,0,1,0,0,0,0,49
flat,manesar,HSIIDC Sidco Shivalik Apartments3.8 ★,0.48,3840.0,2,2,3,7.0,Moderately Old,993.0,0,0,0,0,0,0,88
house,sector 57,independent,4.75,28788.0,3,3,3,2.0,Moderately Old,1650.0,0,0,1,0,0,1,96
flat,sector 83,Emaar Palm Gardens4.1 ★,1.73,9105.0,3,3,3,5.0,Relatively New,1600.0,0,1,0,0,0,1,174
flat,sector 67a,Ireo The Corridors,1.8,9370.0,3,3,2,3.0,New Property,1551.0,1,0,1,0,0,1,150
flat,sector 63,DLF The Arbour,7.52,18999.0,4,4,3,15.0,New Property,3956.0,0,0,0,0,0,0,0
flat,sector 85,Orris Aster Court,0.69,5219.0,2,2,2,5.0,Relatively New,1075.0,0,0,0,0,0,0,37
flat,sector 108,Experion The Heartsong3.9 ★,0.98,13351.0,2,3,3,4.0,Relatively New,978.23,1,0,0,0,0,0,135
flat,sector 56,Madhur Jeevan Apartments,1.59,8595.0,4,3,3+,3.0,Old Property,1900.0,0,0,0,0,1,1,33
house,devilal colony,independent,0.6,10753.0,2,2,1,1.0,Moderately Old,558.0,0,0,0,0,0,0,8
flat,sector 90,Shree Vardhman Flora3.8 ★,1.3,5253.0,4,5,2,9.0,Relatively New,2134.0,1,1,0,0,0,0,110
house,sector 103,satya the hermitage,4.35,13501.0,4,4,3+,2.0,Relatively New,3222.0,1,1,1,1,0,1,138
house,sector 48,eldeco mansionz,4.95,20599.0,7,7,3+,2.0,Old Property,2403.0,1,1,1,1,0,1,145
house,sector 47,malibu towne,1.15,4646.0,3,3,3,2.0,Old Property,275.0,0,0,0,0,0,1,33
flat,sector 52,Friends Apartment,2.0,8511.0,4,3,3,5.0,Moderately Old,2091.0,0,1,0,0,0,2,111
flat,sector 85,SS The Leaf3.8 ★,1.85,6579.0,4,5,3+,1.0,Relatively New,2545.0,0,0,0,0,0,0,95
flat,sector 91,TARC Maceo3.8 ★,1.8,7759.0,4,3,3+,0.0,Relatively New,2578.0,1,0,0,1,0,2,45
house,sector 24,independent,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,0,9
flat,sector 81,Signature Global Synera3.4 ★,0.5,6803.0,2,2,3,6.0,Relatively New,700.0,0,0,0,0,0,0,117
flat,sector 11,Global Hill View,0.33,4269.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0,0,0
flat,sector 36a,AVL 36 Gurgaon3.7 ★,0.65,8953.0,2,2,2,7.0,Relatively New,657.0,0,0,0,0,0,0,89
flat,sohna road,Eldeco Accolade3.8 ★,0.78,5420.0,2,2,2,7.0,Relatively New,1319.0,1,0,0,0,0,1,137
flat,sector 83,Vatika Lifestyle Homes3.8 ★,1.15,8214.0,3,3,1,7.0,Moderately Old,1607.0,0,0,0,0,0,1,95
flat,sector 85,Orris Carnation Residency3.7 ★,0.55,5789.0,2,2,2,5.0,Relatively New,1050.0,0,0,0,0,1,0,174
flat,sector 49,Vatika City4.1 ★,3.6,11921.0,4,5,3,7.0,Moderately Old,3356.0,0,1,0,1,0,2,15
flat,sector 103,Indiabulls Centrum Park3.7 ★,1.01,8080.0,2,2,3,5.0,Relatively New,1338.0,0,0,1,0,0,1,165
flat,sector 86,DLF New Town Heights 24.0 ★,1.27,6580.0,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,0,126
flat,sector 49,Orchid Petals4.1 ★,2.09,11579.0,3,3,3,0.0,Relatively New,1633.0,0,0,0,0,0,0,49
house,sector 50,unitech aspen greens,12.0,37037.0,3,4,2,1.0,Moderately Old,3240.0,1,1,0,0,0,1,101
flat,sector 66,Emaar MGF The Palm Drive4.1 ★,4.6,18400.0,3,3,3,11.0,Relatively New,2882.0,1,1,1,1,0,1,131
flat,sector 91,TARC Maceo3.8 ★,0.96,5411.0,2,2,3+,8.0,Moderately Old,1271.0,0,0,0,0,0,0,85
house,sector 24,independent,2.75,7667.0,7,7,3+,3.0,Moderately Old,3000.0,0,0,0,0,1,1,0
flat,sector 2,Palam Vihar Society,0.4,8602.0,1,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,1,39
flat,sector 12,Krishna appartment,0.35,3500.0,3,3,1,2.0,Old Property,905.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.2 ★,1.2,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,0,0
flat,sector 77,Umang Winter Hills3.9 ★,0.75,5589.0,2,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,1,174
flat,sector 83,Vatika Gurgaon 213.7 ★,0.75,6024.0,2,2,2,19.0,Relatively New,1150.0,0,0,0,0,1,1,105
flat,sector 49,Orchid Petals4.1 ★,4.52,10984.0,5,5,3+,14.0,Moderately Old,3724.0,1,1,0,1,0,0,49
flat,sector 85,SS The Leaf3.8 ★,1.22,13319.0,2,2,3,16.0,Relatively New,1300.0,0,0,1,0,0,0,81
flat,sector 91,DLF New Town Heights3.7 ★,2.0,6966.0,4,4,3+,16.0,Moderately Old,2468.0,1,1,0,1,0,0,65
flat,sector 112,Experion Windchants3.8 ★,3.4,12134.0,3,3,2,14.0,Relatively New,2225.56,0,0,0,0,0,1,159
flat,sector 1,Nagata Group Housing Society,0.85,3696.0,3,3,3+,4.0,Relatively New,2081.0,0,1,0,0,0,0,5
flat,manesar,Sbr minda sec-1 imt manesar,0.64,4194.0,3,2,3+,6.0,Old Property,1696.0,0,0,0,0,0,0,51
flat,sohna road road,micasa sec 68,1.5,12245.0,2,2,3,11.0,New Property,1361.0,0,0,0,0,0,0,44
house,sector 43,landmark house,2.75,25463.0,3,3,1,2.0,Moderately Old,1080.0,0,0,0,1,0,0,21
flat,sector 67,Ireo Victory Valley4.1 ★,4.75,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,1,165
flat,sector 61,Smart World Orchard,2.5,16139.0,3,3,1,1.0,Under Construction,1549.0,0,0,0,0,0,0,0
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.4,10378.0,2,2,2,11.0,New Property,1166.0,0,0,0,0,0,1,49
flat,sector 70,Unitech Vistas,0.99,6326.0,3,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,0,0
flat,sector 79,Mapsko Mount Ville4.1 ★,1.5,8264.0,3,4,3+,11.0,Relatively New,1416.0,0,1,0,0,0,1,144
flat,gwal pahari,Krrish Provence Estate,7.5,7500.0,5,6,3+,23.0,Relatively New,9050.0,0,1,0,1,1,0,49
house,sector 47,independent,4.6,26620.0,2,6,3+,4.0,Moderately Old,1728.0,0,0,0,0,0,2,51
flat,sector 68,M3M The Marina4.0 ★,1.45,9615.0,3,2,3+,9.0,New Property,1365.0,0,0,0,0,0,0,0
flat,sector 62,Emaar Digihomes,4.25,26562.0,3,3,3,8.0,Under Construction,1600.0,1,0,0,0,0,0,16
flat,sector 81,Bestech Park View Ananda4.2 ★,1.45,8011.0,3,3,3,8.0,Relatively New,1650.0,0,0,0,0,1,1,128
flat,sector 84,Alpha Corp GurgaonOne 844.0 ★,1.2,9449.0,2,2,1,6.0,Relatively New,1149.0,0,0,0,0,0,0,13
house,arjun nagar,independent,0.62,11273.0,3,1,0,2.0,Relatively New,550.0,0,0,0,0,0,0,0
house,sector 43,independent,7.85,29074.0,9,9,3+,3.0,Relatively New,2700.0,1,1,0,1,1,2,49
flat,sector 70a,Capital Residences 360,1.66,8401.0,3,3,3+,8.0,New Property,1900.0,0,1,0,0,0,0,132
house,sector 17,independent,9.5,23457.0,8,8,3,3.0,Relatively New,4050.0,1,0,0,0,0,1,27
flat,sohna road,Eldeco Accolade3.8 ★,0.71,4907.0,2,2,3+,10.0,Relatively New,1131.0,1,0,0,0,0,0,49
flat,sector 65,M3M Golfestate4.4 ★,13.2,12000.0,4,4,3,13.0,Moderately Old,12222.0,0,1,0,0,0,0,60
house,sector 57,independent,8.31,24171.0,5,6,3+,4.0,Old Property,3438.0,1,1,1,1,0,0,34
house,sector 50,nirvana country,10.0,14286.0,5,7,2,4.0,Moderately Old,7000.0,0,1,0,0,0,2,0
flat,sector 90,DLF Regal Gardens3.9 ★,1.76,7946.0,4,4,3+,8.0,Relatively New,2020.0,0,0,0,0,0,1,135
flat,sector 112,Experion Windchants3.8 ★,3.75,13383.0,3,5,3+,22.0,Relatively New,2536.0,0,1,0,0,0,1,49
flat,sector 102,Adani M2K Oyster Grande3.9 ★,2.61,10046.0,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,0,21
flat,sector 83,Vatika Gurgaon 213.7 ★,1.25,6313.0,3,3,2,2.0,Relatively New,1792.0,0,1,0,0,0,0,119
house,sector 50,unitech south city,5.88,27222.0,3,9,3+,3.0,Relatively New,2160.0,1,1,0,1,1,2,128
flat,sector 56,Kendriya Vihar4.1 ★,0.55,9016.0,1,2,1,0.0,Old Property,678.0,0,0,0,0,0,0,68
flat,sector 56,Shri Banke Bihari Society3.8 ★,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,0,174
flat,sector 56,Guru Gram Haryana CGHS4.1 ★,1.39,7228.0,3,3,3,4.0,Moderately Old,1738.0,1,0,0,0,0,1,134
flat,sector 89,Smart World Gems,0.9,8145.0,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,0,0
flat,sector 84,Alpha Corp GurgaonOne 844.0 ★,1.15,7497.0,2,2,3,8.0,Relatively New,1361.0,1,0,0,0,0,1,37
flat,sector 81,Bestech Park View Grand Spa4.3 ★,4.0,9524.0,4,5,3+,15.0,Relatively New,3801.0,0,1,0,0,0,1,127
flat,sector 85,SS The Leaf3.8 ★,2.15,10925.0,4,5,3+,6.0,Relatively New,2366.0,0,1,0,0,0,0,156
house,sector 25,independent,13.0,45710.0,6,8,3+,2.0,Relatively New,2844.0,1,1,1,1,0,2,0
house,sector 14,independent,4.5,20000.0,5,5,1,1.0,Relatively New,2778.0,0,0,0,0,0,0,0
flat,dwarka expressway,Ramprastha City,1.3,9286.0,3,3,2,3.0,Under Construction,1267.0,0,0,0,0,0,0,0
flat,sector 79,Supertech Araville,0.83,5425.0,2,2,3,5.0,New Property,1700.0,1,0,0,0,0,2,49
flat,sector 22,Ambience Creacions,1.65,11957.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,2,133
flat,sector 67,Ireo Victory Valley4.1 ★,2.95,12110.0,3,3,3+,14.0,Moderately Old,2236.0,0,1,0,1,0,1,165
flat,sector 70,Shree Vardhman Victoria3.8 ★,1.65,8462.0,3,5,3,6.0,Relatively New,1527.0,0,1,0,1,0,0,167
flat,sector 39,Milan CGHS 9,2.0,8333.0,3,3,3+,0.0,Old Property,2400.0,0,0,0,0,0,0,0
flat,sector 37,Breez Global Hill View,0.32,5470.0,2,2,1,17.0,New Property,1000.0,0,0,0,0,0,0,49
flat,sector 88a,Godrej Icon,1.62,10019.0,3,2,3+,10.0,Relatively New,1463.0,1,0,0,0,0,2,49
flat,sector 85,Godrej Air,2.5,1379.0,4,5,3+,16.0,Under Construction,20136.0,1,0,0,1,1,1,44
flat,sohna road,kamal residence,0.4,7634.0,2,2,1,0.0,New Property,582.0,0,0,0,0,1,1,16
flat,sector 89,Smart World Gems,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,0,49
house,sector 56,ansal sushant lok 2,3.4,22222.0,6,6,3+,2.0,Moderately Old,1530.0,0,0,0,0,0,1,29
house,sector 53,independent,4.65,17574.0,5,5,3+,1.0,Moderately Old,2646.0,0,0,0,0,0,1,0
flat,sector 59,Raisina Residency3.7 ★,5.0,13058.0,4,4,3+,13.0,Relatively New,4254.0,1,1,1,1,0,1,174
flat,sector 81,Bestech Park View Ananda4.2 ★,0.88,8044.0,2,2,3,8.0,Relatively New,1223.0,1,0,0,0,0,1,95
house,sector 57,ansals florence villa,6.0,22222.0,4,5,2,2.0,Old Property,2700.0,0,1,0,1,0,1,20
house,sector 103,indiabulls centrum park,3.25,8125.0,4,3,3+,20.0,Under Construction,4000.0,0,0,0,0,0,0,51
flat,sector 65,M3M Skycity,1.8,13699.0,2,2,3,13.0,New Property,1456.0,0,0,0,0,0,0,73
house,sector 105,independent,0.5,5556.0,2,2,0,1.0,Moderately Old,100.0,0,0,0,0,0,0,0
flat,gwal pahari,Paras Quartier,5.9,11028.0,4,4,3+,19.0,New Property,4842.0,1,1,1,1,0,1,160
house,sector 26,dlf city phase 1,3.25,3681.0,3,3,3,2.0,Old Property,8829.0,1,0,0,0,0,0,79
house,sector 70a,bptp visionnaire,6.0,22222.0,5,4,3,3.0,New Property,2700.0,1,0,0,0,0,0,40
house,sector 24,dlf floors phase 3,3.51,12342.0,4,4,3,4.0,Under Construction,2844.0,1,1,1,1,0,1,160
flat,sector 95,ROF Ananda,0.32,5735.0,2,2,1,10.0,Relatively New,610.0,0,0,0,1,0,1,50
flat,sector 83,Emaar Palm Gardens4.1 ★,1.55,9012.0,3,3,3,4.0,Relatively New,1400.0,0,1,0,0,0,1,174
flat,sector 61,Puri The Aravallis,3.87,17200.0,3,4,3+,21.0,Under Construction,2250.0,0,1,0,0,0,0,58
flat,sector 48,Kibithu Villas,3.45,12778.0,4,4,3+,2.0,Moderately Old,3000.0,0,0,0,0,0,0,0
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,2.0,17730.0,3,3,3+,1.0,Relatively New,1456.0,0,0,1,0,0,0,139
flat,sector 65,M3M Skycity,2.85,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,1,115
flat,sector 83,Vatika Gurgaon 213.7 ★,1.05,7000.0,3,3,3,3.0,Relatively New,1618.0,0,0,1,0,0,0,79
flat,sector 83,Emaar Palm Gardens4.1 ★,1.8,12000.0,3,4,3+,6.0,Relatively New,1667.0,0,1,0,0,0,1,96
house,sector 86,dlf new town heights,2.47,7719.0,4,4,3+,2.0,Moderately Old,2800.0,0,1,0,1,0,1,130
flat,sector 81,DLF The Ultima4.0 ★,2.5,11726.0,3,3,2,20.0,Relatively New,1700.0,0,1,0,0,0,2,174
flat,sector 72,Tata Primanti4.1 ★,5.0,11111.0,4,4,3+,2.0,Moderately Old,4500.0,1,1,0,1,1,1,174
flat,sector 69,Tulip Violet4.2 ★,1.43,9039.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,1,0,0,102
flat,sector 62,Emaar Digihomes,2.1,13926.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,1,49
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,1.2,14563.0,2,2,3,0.0,Relatively New,1073.0,0,0,0,0,0,0,49
flat,sector 53,Tulip Monsella,6.02,20816.0,3,3,3,29.0,Under Construction,2892.0,0,0,0,0,0,0,0
flat,sector 82,Mapsko Casa Bella3.8 ★,1.25,6378.0,3,4,3+,8.0,Under Construction,1774.0,0,0,0,0,0,0,0
flat,sector 83,Vatika Gurgaon 213.7 ★,1.1,6051.0,3,3,3,12.0,Relatively New,1570.0,0,1,0,0,0,1,66
flat,sohna road,GLS Arawali Homes3.8 ★,0.3,5291.0,2,2,2,10.0,Relatively New,516.0,0,0,0,0,0,0,42
house,sector 48,vipul tatvam villa,8.4,21000.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,0,1,49
flat,sector 90,DLF Regal Gardens3.9 ★,1.75,7901.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,0,1,0,6
flat,sector 95,Signature The Roselia3.6 ★,0.41,6193.0,2,2,2,12.0,New Property,670.0,1,0,0,0,0,1,90
flat,sector 9a,Jammu and Kashmir Bank Employees CGHS3.7 ★,0.95,6129.0,3,3,2,5.0,Moderately Old,1403.0,0,0,0,0,1,0,30
flat,sector 90,DLF New Town Heights 13.9 ★,1.21,6244.0,3,3,3+,7.0,Relatively New,1929.0,0,1,0,1,0,0,127
flat,sector 49,Satya Element One,0.87,19333.0,1,1,1,2.0,Relatively New,500.0,0,0,0,0,0,0,22
flat,sector 3 phase 3 extension,Pooja Apartment,0.25,3571.0,2,2,2,2.0,Relatively New,778.0,0,0,0,0,0,0,0
flat,sector 108,Experion The Heartsong3.9 ★,1.36,6542.0,3,2,3+,2.0,Relatively New,1343.0,1,1,0,0,0,1,77
flat,sector 90,Shree Vardhman Flora3.8 ★,0.9,4615.0,3,4,3,4.0,Relatively New,1765.0,0,1,0,0,0,0,165
house,sector 2,independent,1.0,8230.0,3,7,3+,3.0,Moderately Old,1215.0,0,0,0,1,0,0,0
house,sector 41,independent,7.0,28283.0,7,7,3+,3.0,Moderately Old,2475.0,1,1,1,1,0,2,151
flat,sector 95,Sidhartha NCR One,0.57,4179.0,2,2,2,10.0,Relatively New,1364.0,0,0,0,0,0,0,0
house,sector 112,experion windchants,7.99,12520.0,4,6,3,2.0,New Property,6382.0,0,1,1,1,0,1,129
flat,sector 61,Smart World Orchard,1.6,13913.0,2,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,0,16
flat,sector 63,Adani Brahma Samsara Vilasa,3.0,16667.0,3,3,3,3.0,New Property,2000.0,0,0,0,0,0,0,24
flat,sector 67,M3M Merlin3.7 ★,3.39,14377.0,3,4,3,14.0,Relatively New,2100.0,0,1,0,0,0,1,26
flat,sector 99a,Pareena Coban Residences,1.45,7261.0,3,5,3,11.0,Relatively New,1807.0,0,1,0,0,1,1,49
flat,sector 90,Shree Vardhman Flora3.8 ★,1.25,4854.0,4,5,2,8.0,Relatively New,2330.0,1,1,0,0,0,0,165
flat,sector 37d,Ramprastha The Edge Towers3.5 ★,0.75,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,0,0
flat,sector 102,Emaar Gurgaon Greens4.1 ★,1.55,9394.0,3,4,3,7.0,Relatively New,1315.0,0,1,0,0,0,1,152
flat,sector 63a,Birla Navya,3.3,15349.0,3,3,3,4.0,Under Construction,2150.0,0,1,0,0,0,0,52
flat,sector 103,Ansal Estella,1.5,8671.0,3,3,3+,6.0,Under Construction,1741.0,0,0,0,0,0,0,58
house,sector 50,unitech espace,7.35,41761.0,4,4,3+,3.0,Moderately Old,1760.0,0,1,0,1,0,1,52
flat,sector 37d,Signature Global City,1.1,9839.0,2,2,2,4.0,Relatively New,1242.0,0,0,0,0,0,0,0
flat,sector 85,ss,2.1,7468.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
flat,sector 95,ROF Ananda,0.46,6319.0,2,2,2,11.0,New Property,809.0,1,0,0,0,0,0,82
flat,sector 55,Siddhi Vinayak Apartments,1.44,9600.0,3,3,2,6.0,Moderately Old,1700.0,0,0,0,0,1,1,47
flat,sector 89,Smart World Gems,1.0,9033.0,2,2,2,1.0,Under Construction,1230.0,1,0,0,0,0,0,38
flat,sector 33,Godrej Nature Plus,1.9,9850.0,3,3,3+,14.0,New Property,2143.0,0,1,0,0,0,0,96
flat,sector 50,The Close North4.0 ★,2.35,11768.0,3,3,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,1,165
flat,sector 85,Orris Aster Court,0.67,5826.0,2,2,2,5.0,Relatively New,1250.0,0,0,0,0,1,1,174
flat,sohna road,MVN Athens3.7 ★,0.25,4259.0,2,2,1,0.0,Relatively New,587.0,0,0,0,0,0,0,38
house,sector 56,huda sector-56 gurgaon,3.6,24845.0,5,5,3+,3.0,Moderately Old,1449.0,0,0,0,0,1,0,47
flat,sector 65,M3M Heights,1.99,15794.0,2,2,2,26.0,Under Construction,1140.0,0,0,0,0,0,0,0
house,vishnu garden,independent,0.37,8222.0,2,2,1,1.0,Moderately Old,450.0,0,0,0,0,1,0,0
flat,sector 104,ATS Triumph3.9 ★,1.73,7555.0,3,4,3+,15.0,Relatively New,2072.0,0,1,0,0,0,0,159
house,sector 48,vipul tatvam villa,8.5,21250.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,1,1,49
